"LGA_2016","Local Government Areas - 2016","SEIFAINDEXTYPE","Index Type","SEIFA_MEASURE","Measure","TIME","Time","Value","Flag Codes","Flags"
"65010","Southern Midlands (M)","IER","Index of Economic Resources","SCORE","Score","2016","2016",992,,
"65010","Southern Midlands (M)","IER","Index of Economic Resources","RWAR","Rank within Australia","2016","2016",317,,
"65010","Southern Midlands (M)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2016","2016",6,,
"65010","Southern Midlands (M)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2016","2016",59,,
"65010","Southern Midlands (M)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2016","2016",26,,
"65010","Southern Midlands (M)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2016","2016",9,,
"65010","Southern Midlands (M)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2016","2016",87,,
"65010","Southern Midlands (M)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2016","2016",859,,
"65010","Southern Midlands (M)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2016","2016",1063,,
"65010","Southern Midlands (M)","IER","Index of Economic Resources","URP","Usual resident population","2016","2016",6043,,
"65210","Tasman (M)","IER","Index of Economic Resources","SCORE","Score","2016","2016",960,,
"65210","Tasman (M)","IER","Index of Economic Resources","RWAR","Rank within Australia","2016","2016",155,,
"65210","Tasman (M)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2016","2016",3,,
"65210","Tasman (M)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2016","2016",29,,
"65210","Tasman (M)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2016","2016",15,,
"65210","Tasman (M)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2016","2016",6,,
"65210","Tasman (M)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2016","2016",51,,
"65210","Tasman (M)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2016","2016",913,,
"65210","Tasman (M)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2016","2016",1007,,
"65210","Tasman (M)","IER","Index of Economic Resources","URP","Usual resident population","2016","2016",2372,,
"65410","Waratah/Wynyard (M)","IER","Index of Economic Resources","SCORE","Score","2016","2016",949,,
"65410","Waratah/Wynyard (M)","IER","Index of Economic Resources","RWAR","Rank within Australia","2016","2016",120,,
"65410","Waratah/Wynyard (M)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2016","2016",3,,
"65410","Waratah/Wynyard (M)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2016","2016",22,,
"65410","Waratah/Wynyard (M)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2016","2016",12,,
"65410","Waratah/Wynyard (M)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2016","2016",5,,
"65410","Waratah/Wynyard (M)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2016","2016",41,,
"65410","Waratah/Wynyard (M)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2016","2016",775,,
"65410","Waratah/Wynyard (M)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2016","2016",1082,,
"65410","Waratah/Wynyard (M)","IER","Index of Economic Resources","URP","Usual resident population","2016","2016",13578,,
"65610","West Coast (M)","IER","Index of Economic Resources","SCORE","Score","2016","2016",887,,
"65610","West Coast (M)","IER","Index of Economic Resources","RWAR","Rank within Australia","2016","2016",53,,
"65610","West Coast (M)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2016","2016",1,,
"65610","West Coast (M)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2016","2016",10,,
"65610","West Coast (M)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2016","2016",1,,
"65610","West Coast (M)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2016","2016",1,,
"65610","West Coast (M)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2016","2016",4,,
"65610","West Coast (M)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2016","2016",790,,
"65610","West Coast (M)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2016","2016",996,,
"65610","West Coast (M)","IER","Index of Economic Resources","URP","Usual resident population","2016","2016",4149,,
"65810","West Tamar (M)","IER","Index of Economic Resources","SCORE","Score","2016","2016",1000,,
"65810","West Tamar (M)","IER","Index of Economic Resources","RWAR","Rank within Australia","2016","2016",354,,
"65810","West Tamar (M)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2016","2016",7,,
"65810","West Tamar (M)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2016","2016",65,,
"65810","West Tamar (M)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2016","2016",28,,
"65810","West Tamar (M)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2016","2016",10,,
"65810","West Tamar (M)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2016","2016",94,,
"65810","West Tamar (M)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2016","2016",809,,
"65810","West Tamar (M)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2016","2016",1137,,
"65810","West Tamar (M)","IER","Index of Economic Resources","URP","Usual resident population","2016","2016",22718,,
"70200","Alice Springs (T)","IER","Index of Economic Resources","SCORE","Score","2016","2016",982,,
"70200","Alice Springs (T)","IER","Index of Economic Resources","RWAR","Rank within Australia","2016","2016",262,,
"70200","Alice Springs (T)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2016","2016",5,,
"70200","Alice Springs (T)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2016","2016",48,,
"70200","Alice Springs (T)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2016","2016",14,,
"70200","Alice Springs (T)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2016","2016",8,,
"70200","Alice Springs (T)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2016","2016",74,,
"70200","Alice Springs (T)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2016","2016",533,,
"70200","Alice Springs (T)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2016","2016",1110,,
"70200","Alice Springs (T)","IER","Index of Economic Resources","URP","Usual resident population","2016","2016",24753,,
"70420","Barkly (R)","IER","Index of Economic Resources","SCORE","Score","2016","2016",682,,
"70420","Barkly (R)","IER","Index of Economic Resources","RWAR","Rank within Australia","2016","2016",28,,
"70420","Barkly (R)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2016","2016",1,,
"70420","Barkly (R)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2016","2016",6,,
"70420","Barkly (R)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2016","2016",9,,
"70420","Barkly (R)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2016","2016",5,,
"70420","Barkly (R)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2016","2016",48,,
"70420","Barkly (R)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2016","2016",245,,
"70420","Barkly (R)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2016","2016",977,,
"70420","Barkly (R)","IER","Index of Economic Resources","URP","Usual resident population","2016","2016",6655,,
"70540","Belyuen (S)","IER","Index of Economic Resources","SCORE","Score","2016","2016",541,,
"70540","Belyuen (S)","IER","Index of Economic Resources","RWAR","Rank within Australia","2016","2016",6,,
"70540","Belyuen (S)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2016","2016",1,,
"70540","Belyuen (S)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2016","2016",2,,
"70540","Belyuen (S)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2016","2016",2,,
"70540","Belyuen (S)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2016","2016",2,,
"70540","Belyuen (S)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2016","2016",11,,
"70540","Belyuen (S)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2016","2016",541,,
"70540","Belyuen (S)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2016","2016",541,,
"70540","Belyuen (S)","IER","Index of Economic Resources","URP","Usual resident population","2016","2016",164,,
"70620","Central Desert (R)","IER","Index of Economic Resources","SCORE","Score","2016","2016",542,,
"70620","Central Desert (R)","IER","Index of Economic Resources","RWAR","Rank within Australia","2016","2016",7,,
"70620","Central Desert (R)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2016","2016",1,,
"70620","Central Desert (R)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2016","2016",2,,
"70620","Central Desert (R)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2016","2016",3,,
"70620","Central Desert (R)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2016","2016",2,,
"70620","Central Desert (R)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2016","2016",16,,
"70620","Central Desert (R)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2016","2016",279,,
"70620","Central Desert (R)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2016","2016",891,,
"70620","Central Desert (R)","IER","Index of Economic Resources","URP","Usual resident population","2016","2016",3677,,
"70700","Coomalie (S)","IER","Index of Economic Resources","SCORE","Score","2016","2016",895,,
"70700","Coomalie (S)","IER","Index of Economic Resources","RWAR","Rank within Australia","2016","2016",57,,
"70700","Coomalie (S)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2016","2016",2,,
"70700","Coomalie (S)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2016","2016",11,,
"70700","Coomalie (S)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2016","2016",11,,
"70700","Coomalie (S)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2016","2016",6,,
"70700","Coomalie (S)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2016","2016",58,,
"70700","Coomalie (S)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2016","2016",808,,
"70700","Coomalie (S)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2016","2016",998,,
"70700","Coomalie (S)","IER","Index of Economic Resources","URP","Usual resident population","2016","2016",1319,,
"71000","Darwin (C)","IER","Index of Economic Resources","SCORE","Score","2016","2016",1007,,
"71000","Darwin (C)","IER","Index of Economic Resources","RWAR","Rank within Australia","2016","2016",389,,
"71000","Darwin (C)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2016","2016",8,,
"71000","Darwin (C)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2016","2016",72,,
"71000","Darwin (C)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2016","2016",16,,
"71000","Darwin (C)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2016","2016",9,,
"71000","Darwin (C)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2016","2016",85,,
"71000","Darwin (C)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2016","2016",407,,
"71000","Darwin (C)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2016","2016",1162,,
"71000","Darwin (C)","IER","Index of Economic Resources","URP","Usual resident population","2016","2016",78804,,
"71300","East Arnhem (R)","IER","Index of Economic Resources","SCORE","Score","2016","2016",550,,
